order_item_id,order_id,product_id,quantity,unit_price,discount,revenue,cost,profit
375,ORD-10184,PROD-014,2,27.36,0.05,51.98,34.72,17.26
376,ORD-10185,PROD-008,2,255.48,0.0,510.96,238.2,272.76
377,ORD-10185,PROD-007,4,492.43,0.05,1871.23,1046.67,824.56
378,ORD-10186,PROD-009,4,185.19,0.05,703.72,453.33,250.39
379,ORD-10186,PROD-004,2,36.75,0.1,66.15,33.23,32.92
380,ORD-10187,PROD-012,1,67.48,0.0,67.48,46.94,20.54
381,ORD-10187,PROD-011,4,83.42,0.0,333.68,228.79,104.89
382,ORD-10188,PROD-011,3,88.09,0.0,264.27,179.99,84.28
383,ORD-10188,PROD-006,1,95.5,0.0,95.5,55.5,40.0
384,ORD-10188,PROD-012,2,62.3,0.1,112.14,56.7,55.44
385,ORD-10189,PROD-016,4,21.66,0.0,86.64,59.95,26.69
386,ORD-10189,PROD-008,2,222.09,0.1,399.76,237.03,162.73
387,ORD-10189,PROD-012,1,61.78,0.0,61.78,28.43,33.35
388,ORD-10190,PROD-009,3,198.71,0.05,566.32,312.89,253.43
389,ORD-10190,PROD-002,4,275.37,0.1,991.33,610.8,380.53
390,ORD-10190,PROD-008,3,258.88,0.1,698.98,347.03,351.95
391,ORD-10191,PROD-007,1,473.65,0.05,449.97,248.98,200.99
392,ORD-10191,PROD-001,2,919.8,0.1,1655.64,1132.67,522.97
393,ORD-10191,PROD-011,1,76.59,0.0,76.59,40.47,36.12
394,ORD-10192,PROD-015,3,18.88,0.05,53.81,38.1,15.71
395,ORD-10192,PROD-010,3,43.66,0.15,111.33,78.15,33.18
396,ORD-10193,PROD-002,2,303.0,0.1,545.4,251.15,294.25
397,ORD-10193,PROD-005,2,111.31,0.05,211.49,115.31,96.18
398,ORD-10194,PROD-011,3,78.06,0.1,210.76,127.83,82.93
399,ORD-10195,PROD-016,3,23.85,0.0,71.55,45.25,26.3
400,ORD-10196,PROD-011,4,90.48,0.05,343.82,230.54,113.28
401,ORD-10197,PROD-006,1,94.82,0.1,85.34,44.51,40.83
402,ORD-10197,PROD-005,4,102.72,0.1,369.79,192.97,176.82
403,ORD-10197,PROD-012,1,64.15,0.05,60.94,29.9,31.04
404,ORD-10198,PROD-002,1,282.21,0.0,282.21,188.15,94.06
405,ORD-10198,PROD-006,2,97.12,0.0,194.24,111.54,82.7
406,ORD-10199,PROD-005,4,109.46,0.05,415.95,195.54,220.41
407,ORD-10199,PROD-001,2,1023.37,0.0,2046.74,1430.09,616.65
408,ORD-10199,PROD-004,1,40.9,0.05,38.85,21.0,17.85
409,ORD-10200,PROD-005,4,115.68,0.0,462.72,252.79,209.93
410,ORD-10200,PROD-010,3,43.67,0.1,117.91,73.89,44.02
411,ORD-10200,PROD-009,3,197.23,0.0,591.69,298.44,293.25
412,ORD-10201,PROD-008,1,243.3,0.1,218.97,146.09,72.88
413,ORD-10201,PROD-001,1,857.26,0.05,814.4,391.39,423.01
414,ORD-10201,PROD-011,1,78.79,0.0,78.79,54.16,24.63
415,ORD-10202,PROD-005,1,122.82,0.05,116.68,76.9,39.78
416,ORD-10202,PROD-004,3,37.17,0.1,100.36,52.34,48.02
417,ORD-10203,PROD-014,3,30.42,0.0,91.26,48.81,42.45
418,ORD-10204,PROD-001,2,905.53,0.0,1811.06,1248.63,562.43
419,ORD-10205,PROD-006,3,101.62,0.0,304.86,213.1,91.76
420,ORD-10205,PROD-013,3,51.63,0.0,154.89,80.35,74.54
421,ORD-10205,PROD-007,4,532.05,0.0,2128.2,1247.83,880.37
422,ORD-10206,PROD-001,3,963.35,0.0,2890.05,2029.33,860.72
423,ORD-10207,PROD-009,1,190.3,0.15,161.75,112.63,49.12
424,ORD-10207,PROD-006,1,105.84,0.0,105.84,63.08,42.76
425,ORD-10208,PROD-011,2,86.67,0.0,173.34,100.16,73.18
426,ORD-10208,PROD-007,3,547.61,0.0,1642.83,1073.58,569.25
427,ORD-10209,PROD-011,1,92.08,0.1,82.87,51.35,31.52
428,ORD-10209,PROD-015,3,18.39,0.0,55.17,25.48,29.69
429,ORD-10210,PROD-016,4,22.15,0.0,88.6,47.54,41.06
430,ORD-10211,PROD-004,4,41.48,0.0,165.92,97.25,68.67
431,ORD-10211,PROD-003,1,82.81,0.15,70.39,42.22,28.17
432,ORD-10212,PROD-015,1,16.71,0.0,16.71,8.76,7.95
433,ORD-10213,PROD-011,1,82.17,0.0,82.17,38.45,43.72
434,ORD-10214,PROD-013,2,59.34,0.05,112.75,70.88,41.87
435,ORD-10215,PROD-008,3,223.53,0.0,670.59,451.99,218.6
436,ORD-10215,PROD-001,3,957.27,0.0,2871.81,1499.94,1371.87
437,ORD-10215,PROD-013,1,57.0,0.05,54.15,35.73,18.42
438,ORD-10216,PROD-008,3,262.22,0.05,747.33,427.88,319.45
439,ORD-10216,PROD-007,4,512.63,0.0,2050.52,1327.82,722.7
440,ORD-10216,PROD-006,1,95.81,0.05,91.02,45.61,45.41
441,ORD-10217,PROD-016,1,23.11,0.0,23.11,15.25,7.86
442,ORD-10217,PROD-005,1,112.58,0.05,106.95,57.52,49.43
443,ORD-10217,PROD-013,1,60.33,0.0,60.33,32.83,27.5
444,ORD-10218,PROD-014,1,31.56,0.05,29.98,16.77,13.21
445,ORD-10218,PROD-007,1,534.93,0.0,534.93,312.31,222.62
446,ORD-10218,PROD-004,4,37.55,0.05,142.69,80.55,62.14
447,ORD-10219,PROD-007,4,518.78,0.0,2075.12,1299.75,775.37
448,ORD-10219,PROD-006,4,95.31,0.0,381.24,181.92,199.32
449,ORD-10219,PROD-009,3,164.18,0.1,443.29,283.62,159.67
450,ORD-10220,PROD-002,2,299.76,0.0,599.52,391.77,207.75
451,ORD-10221,PROD-011,2,87.79,0.1,158.02,113.73,44.29
452,ORD-10222,PROD-002,2,303.54,0.05,576.73,355.17,221.56
453,ORD-10222,PROD-007,1,501.34,0.0,501.34,267.36,233.98
454,ORD-10222,PROD-008,3,243.07,0.0,729.21,426.03,303.18
455,ORD-10223,PROD-006,1,99.68,0.0,99.68,70.73,28.95
456,ORD-10223,PROD-016,3,24.08,0.15,61.4,41.87,19.53
457,ORD-10224,PROD-009,4,194.98,0.0,779.92,378.29,401.63
458,ORD-10225,PROD-008,3,241.78,0.0,725.34,433.97,291.37
459,ORD-10225,PROD-002,1,300.48,0.0,300.48,165.18,135.3
460,ORD-10226,PROD-006,3,102.97,0.0,308.91,177.06,131.85
461,ORD-10227,PROD-006,1,86.48,0.1,77.83,40.33,37.5
462,ORD-10228,PROD-012,1,61.83,0.05,58.74,39.46,19.28
463,ORD-10228,PROD-013,2,57.53,0.0,115.06,74.16,40.9
464,ORD-10229,PROD-007,2,502.1,0.0,1004.2,512.56,491.64
465,ORD-10229,PROD-001,4,1004.31,0.1,3615.52,2315.68,1299.84
466,ORD-10229,PROD-015,4,17.67,0.05,67.15,42.47,24.68
467,ORD-10230,PROD-015,2,19.71,0.1,35.48,19.55,15.93
468,ORD-10230,PROD-007,2,582.11,0.0,1164.22,733.88,430.34
469,ORD-10230,PROD-011,2,91.21,0.0,182.42,127.13,55.29
470,ORD-10231,PROD-010,4,47.87,0.15,162.76,92.49,70.27
471,ORD-10232,PROD-013,3,56.48,0.0,169.44,100.37,69.07
472,ORD-10233,PROD-008,3,229.87,0.0,689.61,438.64,250.97
473,ORD-10233,PROD-009,3,166.75,0.0,500.25,317.69,182.56
474,ORD-10234,PROD-002,3,304.36,0.05,867.43,587.5,279.93
475,ORD-10234,PROD-007,1,525.24,0.0,525.24,275.7,249.54
476,ORD-10235,PROD-006,1,86.62,0.15,73.63,43.67,29.96
477,ORD-10236,PROD-009,3,196.95,0.05,561.31,271.81,289.5
478,ORD-10236,PROD-014,3,29.74,0.05,84.76,46.01,38.75
479,ORD-10236,PROD-012,4,68.67,0.0,274.68,126.09,148.59
480,ORD-10237,PROD-013,4,52.88,0.05,200.94,93.43,107.51
481,ORD-10237,PROD-009,3,170.84,0.1,461.27,260.61,200.66
482,ORD-10237,PROD-002,1,255.37,0.0,255.37,127.15,128.22
483,ORD-10238,PROD-005,2,101.12,0.05,192.13,133.9,58.23
484,ORD-10238,PROD-014,3,31.8,0.05,90.63,44.76,45.87
485,ORD-10239,PROD-013,1,54.89,0.1,49.4,34.09,15.31
486,ORD-10240,PROD-012,3,67.43,0.0,202.29,111.68,90.61
487,ORD-10240,PROD-015,1,18.77,0.0,18.77,10.83,7.94
488,ORD-10241,PROD-008,2,249.39,0.0,498.78,310.43,188.35
489,ORD-10241,PROD-002,3,310.2,0.0,930.6,504.69,425.91
490,ORD-10242,PROD-014,2,32.65,0.05,62.03,31.04,30.99
491,ORD-10242,PROD-008,1,218.0,0.0,218.0,156.16,61.84
492,ORD-10243,PROD-013,4,53.89,0.05,204.78,126.67,78.11
493,ORD-10244,PROD-004,1,39.84,0.0,39.84,22.29,17.55
494,ORD-10244,PROD-012,4,64.41,0.0,257.64,176.91,80.73
495,ORD-10244,PROD-009,3,188.21,0.0,564.63,392.18,172.45
496,ORD-10245,PROD-004,1,38.67,0.05,36.74,24.37,12.37
497,ORD-10246,PROD-003,4,83.56,0.0,334.24,181.62,152.62
498,ORD-10246,PROD-006,3,91.72,0.05,261.4,172.43,88.97
499,ORD-10246,PROD-001,3,1051.5,0.1,2839.05,1688.07,1150.98
500,ORD-10247,PROD-005,1,118.91,0.0,118.91,66.16,52.75
501,ORD-10247,PROD-010,3,45.27,0.05,129.02,86.82,42.2
502,ORD-10248,PROD-009,3,192.95,0.1,520.96,301.76,219.2
503,ORD-10248,PROD-008,1,268.38,0.0,268.38,178.46,89.92
504,ORD-10248,PROD-002,3,257.39,0.1,694.95,438.29,256.66
505,ORD-10249,PROD-006,4,105.81,0.0,423.24,226.57,196.67
506,ORD-10249,PROD-010,1,43.08,0.1,38.77,26.49,12.28
507,ORD-10249,PROD-011,3,78.28,0.0,234.84,151.85,82.99
508,ORD-10250,PROD-009,1,197.81,0.15,168.14,120.69,47.45
509,ORD-10250,PROD-010,2,49.73,0.0,99.46,70.27,29.19
510,ORD-10250,PROD-004,3,36.7,0.05,104.59,69.23,35.36
511,ORD-10251,PROD-016,1,23.13,0.05,21.97,15.44,6.53
512,ORD-10251,PROD-003,1,83.71,0.05,79.52,39.25,40.27
513,ORD-10252,PROD-014,3,28.45,0.0,85.35,56.43,28.92
514,ORD-10252,PROD-004,3,43.38,0.0,130.14,81.75,48.39
515,ORD-10252,PROD-003,3,78.3,0.0,234.9,123.08,111.82
516,ORD-10253,PROD-005,3,101.32,0.1,273.56,165.09,108.47
517,ORD-10253,PROD-011,4,77.67,0.1,279.61,132.8,146.81
518,ORD-10254,PROD-010,2,42.97,0.0,85.94,52.34,33.6
519,ORD-10254,PROD-005,1,104.57,0.0,104.57,70.38,34.19
520,ORD-10254,PROD-012,1,69.6,0.1,62.64,29.19,33.45
521,ORD-10255,PROD-011,1,81.52,0.0,81.52,52.2,29.32
522,ORD-10255,PROD-001,4,1010.52,0.1,3637.87,1903.61,1734.26
523,ORD-10256,PROD-002,2,263.29,0.05,500.25,269.38,230.87
524,ORD-10257,PROD-006,2,90.53,0.0,181.06,116.45,64.61
525,ORD-10257,PROD-016,2,23.12,0.1,41.62,21.54,20.08
526,ORD-10257,PROD-010,2,47.73,0.0,95.46,66.95,28.51
527,ORD-10258,PROD-005,2,104.56,0.0,209.12,115.14,93.98
528,ORD-10259,PROD-007,4,577.18,0.1,2077.85,1474.9,602.95
529,ORD-10259,PROD-009,1,181.6,0.05,172.52,113.52,59.0
530,ORD-10260,PROD-005,4,106.02,0.05,402.88,194.13,208.75
531,ORD-10260,PROD-014,1,27.19,0.0,27.19,13.03,14.16
532,ORD-10261,PROD-012,3,64.17,0.15,163.63,97.45,66.18
533,ORD-10261,PROD-001,2,1037.95,0.0,2075.9,1159.91,915.99
534,ORD-10261,PROD-016,2,21.61,0.15,36.74,16.75,19.99
535,ORD-10262,PROD-001,4,881.37,0.05,3349.21,2024.45,1324.76
536,ORD-10262,PROD-005,3,102.07,0.0,306.21,177.56,128.65
537,ORD-10262,PROD-010,3,41.4,0.0,124.2,82.91,41.29
538,ORD-10263,PROD-009,1,190.93,0.0,190.93,90.8,100.13
539,ORD-10263,PROD-006,3,91.66,0.0,274.98,140.36,134.62
540,ORD-10264,PROD-003,2,72.73,0.05,138.19,72.99,65.2
541,ORD-10264,PROD-013,4,56.36,0.05,214.17,96.54,117.63
542,ORD-10265,PROD-008,4,216.84,0.05,823.99,455.22,368.77
543,ORD-10266,PROD-004,3,41.12,0.15,104.86,68.75,36.11
544,ORD-10266,PROD-008,3,243.73,0.0,731.19,418.24,312.95
545,ORD-10267,PROD-007,2,506.09,0.05,961.57,488.82,472.75
546,ORD-10268,PROD-006,4,102.08,0.0,408.32,203.97,204.35
547,ORD-10269,PROD-006,1,97.81,0.0,97.81,63.62,34.19
548,ORD-10269,PROD-011,3,77.13,0.0,231.39,142.16,89.23
549,ORD-10270,PROD-010,1,49.39,0.0,49.39,28.05,21.34
550,ORD-10270,PROD-011,4,77.83,0.0,311.32,204.93,106.39
551,ORD-10271,PROD-016,2,20.66,0.0,41.32,23.26,18.06
552,ORD-10271,PROD-014,3,31.07,0.15,79.23,49.34,29.89
553,ORD-10272,PROD-014,2,29.25,0.0,58.5,37.57,20.93
554,ORD-10272,PROD-001,1,1027.49,0.0,1027.49,712.91,314.58
555,ORD-10273,PROD-008,1,246.4,0.0,246.4,119.19,127.21
556,ORD-10273,PROD-013,4,55.16,0.15,187.54,122.52,65.02
557,ORD-10273,PROD-009,3,190.96,0.1,515.59,245.67,269.92
558,ORD-10274,PROD-016,1,23.73,0.0,23.73,12.17,11.56
559,ORD-10275,PROD-015,3,17.77,0.05,50.64,30.73,19.91
560,ORD-10275,PROD-013,2,53.05,0.0,106.1,62.08,44.02
561,ORD-10276,PROD-014,4,27.6,0.05,104.88,49.73,55.15
562,ORD-10276,PROD-011,3,90.45,0.0,271.35,126.84,144.51
563,ORD-10276,PROD-009,4,185.35,0.0,741.4,505.46,235.94
564,ORD-10277,PROD-001,2,964.37,0.0,1928.74,1387.2,541.54
565,ORD-10277,PROD-009,3,179.91,0.0,539.73,249.87,289.86
566,ORD-10277,PROD-003,4,72.75,0.0,291.0,189.55,101.45
567,ORD-10278,PROD-002,3,295.91,0.0,887.73,463.29,424.44
568,ORD-10279,PROD-015,2,20.1,0.0,40.2,20.72,19.48
569,ORD-10279,PROD-007,2,545.05,0.0,1090.1,695.05,395.05
570,ORD-10280,PROD-006,3,105.42,0.0,316.26,168.69,147.57
571,ORD-10280,PROD-004,3,38.6,0.0,115.8,58.99,56.81
572,ORD-10280,PROD-011,2,77.54,0.0,155.08,107.8,47.28
573,ORD-10281,PROD-003,3,72.72,0.0,218.16,106.23,111.93
574,ORD-10281,PROD-002,4,283.65,0.0,1134.6,566.08,568.52
575,ORD-10281,PROD-004,4,43.03,0.1,154.91,109.07,45.84
576,ORD-10282,PROD-013,3,52.9,0.15,134.89,66.29,68.6
577,ORD-10282,PROD-006,3,101.95,0.0,305.85,167.37,138.48
578,ORD-10283,PROD-014,4,29.35,0.0,117.4,68.33,49.07
579,ORD-10284,PROD-002,3,253.11,0.05,721.36,477.96,243.4
580,ORD-10284,PROD-011,1,79.35,0.0,79.35,41.82,37.53
581,ORD-10284,PROD-001,1,953.39,0.1,858.05,521.85,336.2
582,ORD-10285,PROD-002,1,274.02,0.0,274.02,135.67,138.35
583,ORD-10286,PROD-002,3,256.88,0.0,770.64,412.24,358.4
584,ORD-10286,PROD-008,3,230.49,0.0,691.47,383.56,307.91
585,ORD-10287,PROD-011,3,82.35,0.0,247.05,112.42,134.63
586,ORD-10287,PROD-015,1,18.06,0.1,16.25,10.66,5.59
587,ORD-10287,PROD-009,1,183.3,0.0,183.3,89.66,93.64
588,ORD-10288,PROD-010,1,47.57,0.1,42.81,21.05,21.76
589,ORD-10288,PROD-002,4,282.04,0.05,1071.75,505.3,566.45
590,ORD-10289,PROD-011,3,88.54,0.0,265.62,180.1,85.52
591,ORD-10290,PROD-013,2,54.45,0.0,108.9,72.79,36.11
592,ORD-10291,PROD-012,1,71.76,0.05,68.17,38.18,29.99
593,ORD-10291,PROD-016,1,20.75,0.0,20.75,10.61,10.14
594,ORD-10291,PROD-002,2,258.91,0.0,517.82,299.98,217.84
595,ORD-10292,PROD-001,3,1002.77,0.0,3008.31,1558.61,1449.7
596,ORD-10292,PROD-007,2,475.28,0.0,950.56,559.27,391.29
597,ORD-10292,PROD-014,3,28.41,0.0,85.23,45.84,39.39
598,ORD-10293,PROD-002,2,294.29,0.0,588.58,367.92,220.66
599,ORD-10293,PROD-014,3,28.47,0.0,85.41,48.3,37.11
600,ORD-10294,PROD-005,1,119.05,0.0,119.05,61.2,57.85
601,ORD-10295,PROD-016,2,23.9,0.0,47.8,21.92,25.88
602,ORD-10295,PROD-003,4,82.08,0.0,328.32,175.51,152.81
603,ORD-10296,PROD-006,2,90.77,0.0,181.54,100.61,80.93
604,ORD-10297,PROD-004,4,41.43,0.1,149.15,86.48,62.67
605,ORD-10297,PROD-010,1,41.5,0.05,39.42,19.83,19.59
606,ORD-10297,PROD-013,2,58.91,0.1,106.04,58.06,47.98
607,ORD-10298,PROD-011,1,83.95,0.0,83.95,43.55,40.4
608,ORD-10298,PROD-012,3,65.51,0.0,196.53,116.84,79.69
609,ORD-10298,PROD-014,2,27.83,0.15,47.31,24.24,23.07
610,ORD-10299,PROD-006,3,99.46,0.1,268.54,125.03,143.51
611,ORD-10299,PROD-001,2,986.16,0.0,1972.32,1059.81,912.51
612,ORD-10300,PROD-011,1,77.26,0.0,77.26,39.0,38.26
613,ORD-10300,PROD-013,4,50.55,0.0,202.2,124.85,77.35
614,ORD-10301,PROD-001,1,966.66,0.1,869.99,528.54,341.45
615,ORD-10302,PROD-003,4,71.49,0.1,257.36,117.14,140.22
616,ORD-10302,PROD-016,2,20.7,0.0,41.4,29.72,11.68
617,ORD-10302,PROD-004,4,36.39,0.1,131.0,75.58,55.42
618,ORD-10303,PROD-013,2,59.61,0.1,107.3,72.16,35.14
619,ORD-10303,PROD-010,3,47.38,0.0,142.14,85.67,56.47
620,ORD-10303,PROD-015,1,18.94,0.05,17.99,11.58,6.41
621,ORD-10304,PROD-003,4,73.38,0.0,293.52,136.91,156.61
622,ORD-10304,PROD-004,1,38.74,0.0,38.74,20.28,18.46
623,ORD-10304,PROD-014,2,28.15,0.1,50.67,26.88,23.79
624,ORD-10305,PROD-010,4,46.71,0.05,177.5,110.01,67.49
625,ORD-10306,PROD-015,3,16.64,0.1,44.93,30.4,14.53
626,ORD-10307,PROD-005,3,103.15,0.05,293.98,180.67,113.31
627,ORD-10308,PROD-005,2,118.61,0.0,237.22,120.53,116.69
628,ORD-10308,PROD-009,1,198.86,0.0,198.86,120.47,78.39
629,ORD-10309,PROD-001,3,1019.06,0.0,3057.18,1902.64,1154.54
630,ORD-10309,PROD-003,3,67.69,0.05,192.92,121.27,71.65
631,ORD-10310,PROD-002,4,272.25,0.05,1034.55,645.37,389.18
632,ORD-10311,PROD-004,1,40.92,0.05,38.87,18.51,20.36
633,ORD-10312,PROD-015,2,17.55,0.0,35.1,21.27,13.83
634,ORD-10313,PROD-015,1,18.57,0.0,18.57,11.79,6.78
635,ORD-10313,PROD-004,3,43.67,0.0,131.01,69.76,61.25
636,ORD-10313,PROD-013,2,60.06,0.0,120.12,80.26,39.86
637,ORD-10314,PROD-008,4,246.47,0.05,936.59,581.81,354.78
638,ORD-10314,PROD-009,1,167.75,0.0,167.75,119.7,48.05
639,ORD-10315,PROD-001,4,975.29,0.15,3315.99,2261.39,1054.6
640,ORD-10315,PROD-011,2,89.8,0.0,179.6,109.0,70.6
641,ORD-10316,PROD-014,3,30.4,0.0,91.2,57.29,33.91
642,ORD-10316,PROD-013,4,58.46,0.1,210.46,138.08,72.38
643,ORD-10316,PROD-010,3,49.74,0.05,141.76,92.34,49.42
644,ORD-10317,PROD-007,2,548.33,0.0,1096.66,751.73,344.93
645,ORD-10318,PROD-005,1,109.47,0.0,109.47,57.11,52.36
646,ORD-10319,PROD-006,1,103.9,0.15,88.31,61.03,27.28
647,ORD-10319,PROD-010,3,44.62,0.05,127.17,81.6,45.57
648,ORD-10320,PROD-009,4,183.14,0.05,695.93,319.06,376.87
649,ORD-10321,PROD-013,1,57.25,0.0,57.25,35.9,21.35
650,ORD-10322,PROD-008,2,261.09,0.0,522.18,273.18,249.0
651,ORD-10322,PROD-013,1,52.72,0.0,52.72,24.16,28.56
652,ORD-10322,PROD-007,2,476.71,0.0,953.42,480.49,472.93
653,ORD-10323,PROD-004,3,38.0,0.0,114.0,81.59,32.41
654,ORD-10323,PROD-012,4,71.43,0.0,285.72,200.62,85.1
655,ORD-10324,PROD-005,2,115.96,0.1,208.73,115.08,93.65
656,ORD-10325,PROD-013,3,54.25,0.0,162.75,109.39,53.36
657,ORD-10325,PROD-007,3,574.09,0.0,1722.27,1189.02,533.25
658,ORD-10326,PROD-008,4,233.67,0.05,887.95,567.07,320.88
659,ORD-10326,PROD-001,2,884.08,0.0,1768.16,1009.54,758.62
660,ORD-10326,PROD-005,1,109.9,0.0,109.9,58.58,51.32
661,ORD-10327,PROD-002,3,294.34,0.05,838.87,561.12,277.75
662,ORD-10327,PROD-005,4,118.03,0.05,448.51,317.76,130.75
663,ORD-10327,PROD-009,2,173.45,0.0,346.9,204.99,141.91
664,ORD-10328,PROD-003,4,80.96,0.15,275.26,186.36,88.9
665,ORD-10328,PROD-015,1,18.62,0.1,16.76,9.37,7.39
666,ORD-10328,PROD-002,4,300.99,0.15,1023.37,589.63,433.74
667,ORD-10329,PROD-002,1,304.15,0.0,304.15,198.3,105.85
668,ORD-10330,PROD-010,4,48.28,0.15,164.15,89.64,74.51
669,ORD-10330,PROD-015,4,17.03,0.1,61.31,37.79,23.52
670,ORD-10331,PROD-004,1,39.25,0.05,37.29,18.53,18.76
671,ORD-10331,PROD-009,2,174.3,0.0,348.6,220.31,128.29
672,ORD-10332,PROD-013,4,60.1,0.0,240.4,113.26,127.14
673,ORD-10333,PROD-013,4,52.95,0.0,211.8,125.69,86.11
674,ORD-10333,PROD-004,2,38.16,0.05,72.5,41.3,31.2
675,ORD-10334,PROD-011,3,82.12,0.05,234.04,129.07,104.97
676,ORD-10334,PROD-001,2,864.83,0.1,1556.69,1042.12,514.57
677,ORD-10334,PROD-007,1,520.87,0.0,520.87,367.87,153.0
678,ORD-10335,PROD-005,3,115.62,0.0,346.86,208.52,138.34
679,ORD-10336,PROD-003,1,68.48,0.0,68.48,47.39,21.09
680,ORD-10337,PROD-004,4,38.51,0.1,138.64,78.57,60.07
681,ORD-10338,PROD-008,4,240.09,0.0,960.36,617.36,343.0
682,ORD-10338,PROD-003,4,73.77,0.0,295.08,136.34,158.74
683,ORD-10339,PROD-013,2,54.1,0.1,97.38,61.26,36.12
684,ORD-10340,PROD-007,4,500.31,0.1,1801.12,964.59,836.53
685,ORD-10340,PROD-013,1,57.85,0.1,52.07,26.34,25.73
686,ORD-10340,PROD-003,2,77.3,0.05,146.87,81.81,65.06
687,ORD-10341,PROD-011,4,85.91,0.05,326.46,173.0,153.46
688,ORD-10342,PROD-009,2,199.64,0.15,339.39,202.71,136.68
689,ORD-10342,PROD-008,2,240.48,0.0,480.96,295.52,185.44
690,ORD-10342,PROD-010,2,46.32,0.0,92.64,65.66,26.98
691,ORD-10343,PROD-003,3,83.0,0.05,236.55,111.22,125.33
692,ORD-10343,PROD-005,4,110.24,0.15,374.82,186.12,188.7
693,ORD-10343,PROD-008,1,266.11,0.0,266.11,186.81,79.3
694,ORD-10344,PROD-002,4,280.89,0.0,1123.56,538.17,585.39
695,ORD-10345,PROD-009,1,194.74,0.0,194.74,114.17,80.57
696,ORD-10345,PROD-016,1,23.61,0.1,21.25,14.37,6.88
697,ORD-10345,PROD-004,1,42.08,0.0,42.08,23.24,18.84
698,ORD-10346,PROD-005,2,116.37,0.05,221.1,102.53,118.57
699,ORD-10346,PROD-013,2,61.03,0.0,122.06,66.04,56.02
700,ORD-10347,PROD-001,2,937.95,0.0,1875.9,1034.34,841.56
701,ORD-10347,PROD-003,2,68.56,0.0,137.12,68.64,68.48
702,ORD-10347,PROD-007,4,470.19,0.1,1692.68,839.83,852.85
703,ORD-10348,PROD-010,3,41.53,0.15,105.9,72.25,33.65
704,ORD-10348,PROD-006,2,91.57,0.0,183.14,127.98,55.16
705,ORD-10349,PROD-012,3,70.56,0.05,201.1,106.51,94.59
706,ORD-10350,PROD-013,4,55.64,0.0,222.56,125.17,97.39
707,ORD-10351,PROD-010,2,44.2,0.1,79.56,55.51,24.05
708,ORD-10351,PROD-011,3,91.78,0.05,261.57,135.72,125.85
709,ORD-10351,PROD-009,3,176.22,0.05,502.23,242.01,260.22
710,ORD-10352,PROD-016,1,21.86,0.0,21.86,12.87,8.99
711,ORD-10352,PROD-004,3,40.47,0.0,121.41,71.3,50.11
712,ORD-10353,PROD-013,2,57.48,0.0,114.96,75.54,39.42
713,ORD-10354,PROD-002,1,282.93,0.15,240.49,169.36,71.13
714,ORD-10354,PROD-009,2,175.96,0.05,334.32,167.42,166.9
715,ORD-10355,PROD-013,1,55.78,0.1,50.2,26.12,24.08
716,ORD-10356,PROD-011,2,84.51,0.05,160.57,94.37,66.2
717,ORD-10357,PROD-011,1,88.61,0.0,88.61,58.53,30.08
718,ORD-10358,PROD-016,3,24.39,0.1,65.85,33.45,32.4
719,ORD-10358,PROD-002,3,254.75,0.1,687.83,359.12,328.71
720,ORD-10358,PROD-015,4,19.23,0.0,76.92,38.26,38.66
721,ORD-10359,PROD-006,4,87.5,0.05,332.5,207.72,124.78
722,ORD-10359,PROD-015,4,18.19,0.0,72.76,37.71,35.05
723,ORD-10359,PROD-011,1,87.43,0.0,87.43,50.87,36.56
724,ORD-10360,PROD-011,4,84.53,0.0,338.12,175.57,162.55
725,ORD-10360,PROD-007,1,580.84,0.0,580.84,279.12,301.72
726,ORD-10361,PROD-001,1,1012.02,0.05,961.42,484.14,477.28
727,ORD-10361,PROD-012,3,72.51,0.1,195.78,118.49,77.29
728,ORD-10362,PROD-014,2,27.78,0.15,47.23,31.29,15.94
729,ORD-10363,PROD-016,2,22.35,0.05,42.47,28.73,13.74
730,ORD-10363,PROD-015,3,18.11,0.0,54.33,32.67,21.66
731,ORD-10364,PROD-003,4,68.07,0.0,272.28,179.02,93.26
732,ORD-10365,PROD-005,1,118.9,0.05,112.95,80.24,32.71
733,ORD-10365,PROD-012,4,59.29,0.05,225.3,155.6,69.7
734,ORD-10366,PROD-009,1,163.65,0.0,163.65,90.12,73.53
735,ORD-10366,PROD-003,3,74.29,0.1,200.58,108.87,91.71
736,ORD-10366,PROD-006,3,103.16,0.0,309.48,153.35,156.13
737,ORD-10367,PROD-007,4,530.14,0.0,2120.56,1253.05,867.51
738,ORD-10367,PROD-012,1,66.11,0.0,66.11,37.69,28.42
739,ORD-10367,PROD-011,3,89.34,0.1,241.22,128.83,112.39
740,ORD-10368,PROD-003,4,81.31,0.0,325.24,154.38,170.86
741,ORD-10369,PROD-001,2,1013.15,0.05,1924.98,987.88,937.1
742,ORD-10370,PROD-015,1,17.4,0.0,17.4,10.5,6.9
743,ORD-10371,PROD-001,2,1045.15,0.1,1881.27,1130.12,751.15
744,ORD-10371,PROD-011,4,85.46,0.05,324.75,174.51,150.24
745,ORD-10371,PROD-006,3,94.91,0.0,284.73,164.35,120.38
746,ORD-10372,PROD-003,3,82.9,0.0,248.7,174.99,73.71
747,ORD-10373,PROD-010,2,46.05,0.0,92.1,65.47,26.63
748,ORD-10373,PROD-014,2,28.17,0.0,56.34,39.19,17.15
749,ORD-10373,PROD-013,4,49.65,0.0,198.6,127.03,71.57
