order_id,order_date,customer_id,sales_channel
ORD-10543,2024-02-22,CUST-0119,Retail Store
ORD-10544,2025-05-14,CUST-0039,Online
ORD-10545,2025-05-20,CUST-0268,Online
ORD-10546,2024-12-29,CUST-0233,Retail Store
ORD-10547,2024-10-06,CUST-0018,Online
ORD-10548,2025-08-15,CUST-0149,Retail Store
ORD-10549,2025-12-14,CUST-0149,B2B Sales
ORD-10550,2024-06-06,CUST-0126,Online
ORD-10551,2025-09-23,CUST-0238,Online
ORD-10552,2024-02-28,CUST-0135,Retail Store
ORD-10553,2025-12-27,CUST-0151,Retail Store
ORD-10554,2024-05-07,CUST-0236,Retail Store
ORD-10555,2025-12-21,CUST-0224,B2B Sales
ORD-10556,2024-04-24,CUST-0203,Online
ORD-10557,2024-07-27,CUST-0256,Retail Store
ORD-10558,2025-06-09,CUST-0086,Retail Store
ORD-10559,2025-06-04,CUST-0150,B2B Sales
ORD-10560,2025-07-05,CUST-0235,Online
ORD-10561,2024-08-24,CUST-0022,Retail Store
ORD-10562,2024-10-07,CUST-0285,Retail Store
ORD-10563,2024-12-24,CUST-0269,Online
ORD-10564,2024-07-19,CUST-0258,Online
ORD-10565,2024-10-04,CUST-0029,B2B Sales
ORD-10566,2024-08-22,CUST-0213,Online
ORD-10567,2025-05-08,CUST-0283,Online
ORD-10568,2024-01-04,CUST-0050,Online
ORD-10569,2025-10-27,CUST-0095,B2B Sales
ORD-10570,2025-03-17,CUST-0088,Retail Store
ORD-10571,2024-01-29,CUST-0044,Retail Store
ORD-10572,2024-04-18,CUST-0278,Online
ORD-10573,2025-09-01,CUST-0171,Retail Store
ORD-10574,2025-12-27,CUST-0189,Retail Store
ORD-10575,2024-03-15,CUST-0184,Retail Store
ORD-10576,2024-05-25,CUST-0003,B2B Sales
ORD-10577,2024-05-07,CUST-0191,Online
ORD-10578,2024-02-11,CUST-0118,Retail Store
ORD-10579,2024-12-21,CUST-0019,Online
ORD-10580,2024-02-10,CUST-0023,Retail Store
ORD-10581,2024-02-03,CUST-0030,Online
ORD-10582,2024-01-17,CUST-0295,Online
ORD-10583,2025-11-07,CUST-0108,Online
ORD-10584,2024-06-01,CUST-0281,Retail Store
ORD-10585,2025-01-12,CUST-0128,Online
ORD-10586,2025-08-10,CUST-0229,Retail Store
ORD-10587,2025-08-21,CUST-0111,Online
ORD-10588,2025-09-20,CUST-0136,Online
ORD-10589,2024-12-07,CUST-0186,Retail Store
ORD-10590,2024-01-27,CUST-0144,Online
ORD-10591,2024-10-13,CUST-0072,Online
ORD-10592,2025-10-07,CUST-0129,Retail Store
ORD-10593,2025-12-31,CUST-0261,Online
ORD-10594,2024-06-16,CUST-0003,Online
ORD-10595,2025-09-01,CUST-0104,Online
ORD-10596,2024-09-24,CUST-0224,B2B Sales
ORD-10597,2025-03-30,CUST-0010,Retail Store
ORD-10598,2025-11-15,CUST-0231,Retail Store
ORD-10599,2025-02-04,CUST-0219,Retail Store
ORD-10600,2025-04-20,CUST-0066,Online
ORD-10601,2025-12-02,CUST-0112,Online
ORD-10602,2025-09-25,CUST-0013,Retail Store
ORD-10603,2025-07-11,CUST-0086,Online
ORD-10604,2025-07-29,CUST-0234,Online
ORD-10605,2024-05-09,CUST-0090,Online
ORD-10606,2024-12-28,CUST-0054,Online
ORD-10607,2025-12-05,CUST-0012,B2B Sales
ORD-10608,2025-11-23,CUST-0209,Online
ORD-10609,2024-10-18,CUST-0014,Retail Store
ORD-10610,2025-01-05,CUST-0121,Online
ORD-10611,2024-01-29,CUST-0020,B2B Sales
ORD-10612,2024-05-28,CUST-0075,Online
ORD-10613,2024-10-22,CUST-0243,Online
ORD-10614,2024-01-11,CUST-0223,Retail Store
ORD-10615,2025-05-26,CUST-0070,Retail Store
ORD-10616,2025-11-06,CUST-0211,Online
ORD-10617,2024-04-22,CUST-0101,Online
ORD-10618,2024-07-05,CUST-0186,Online
ORD-10619,2024-08-14,CUST-0132,Online
ORD-10620,2024-11-05,CUST-0111,Online
ORD-10621,2024-04-07,CUST-0132,Online
ORD-10622,2024-02-24,CUST-0020,Online
ORD-10623,2025-09-14,CUST-0024,Online
ORD-10624,2025-10-25,CUST-0227,Retail Store
ORD-10625,2025-02-09,CUST-0154,B2B Sales
ORD-10626,2024-03-09,CUST-0293,Retail Store
ORD-10627,2024-11-07,CUST-0230,Online
ORD-10628,2024-10-15,CUST-0202,Online
ORD-10629,2025-07-01,CUST-0038,B2B Sales
ORD-10630,2024-05-27,CUST-0260,Online
ORD-10631,2025-04-11,CUST-0188,Online
ORD-10632,2024-08-31,CUST-0057,Retail Store
ORD-10633,2025-05-05,CUST-0020,Retail Store
ORD-10634,2025-05-21,CUST-0273,Retail Store
ORD-10635,2024-12-30,CUST-0119,Online
ORD-10636,2025-04-26,CUST-0071,Online
ORD-10637,2024-07-19,CUST-0004,B2B Sales
ORD-10638,2024-06-02,CUST-0221,Online
ORD-10639,2025-03-25,CUST-0014,Retail Store
ORD-10640,2025-05-15,CUST-0003,Retail Store
ORD-10641,2024-03-13,CUST-0216,Retail Store
ORD-10642,2025-12-13,CUST-0229,Online
ORD-10643,2024-10-22,CUST-0186,Online
ORD-10644,2024-01-17,CUST-0055,Retail Store
ORD-10645,2025-10-02,CUST-0254,B2B Sales
ORD-10646,2024-08-04,CUST-0024,B2B Sales
ORD-10647,2024-03-01,CUST-0162,Online
ORD-10648,2025-09-07,CUST-0158,Online
ORD-10649,2024-02-11,CUST-0082,B2B Sales
ORD-10650,2024-01-25,CUST-0159,Retail Store
ORD-10651,2024-02-08,CUST-0188,B2B Sales
ORD-10652,2024-05-10,CUST-0060,Online
ORD-10653,2025-05-12,CUST-0211,Retail Store
ORD-10654,2024-08-16,CUST-0152,Retail Store
ORD-10655,2024-04-17,CUST-0109,Retail Store
ORD-10656,2024-06-20,CUST-0076,Online
ORD-10657,2025-03-10,CUST-0030,Online
ORD-10658,2025-04-22,CUST-0117,Retail Store
ORD-10659,2024-04-11,CUST-0192,Online
ORD-10660,2025-06-07,CUST-0019,Online
ORD-10661,2024-10-01,CUST-0173,B2B Sales
ORD-10662,2025-09-04,CUST-0228,Online
ORD-10663,2024-02-13,CUST-0183,Retail Store
ORD-10664,2024-01-17,CUST-0113,Online
ORD-10665,2024-11-25,CUST-0183,Retail Store
ORD-10666,2025-07-22,CUST-0146,B2B Sales
ORD-10667,2025-05-11,CUST-0116,Online
ORD-10668,2024-01-12,CUST-0113,Online
ORD-10669,2024-11-13,CUST-0251,Online
ORD-10670,2025-08-14,CUST-0251,Online
ORD-10671,2024-08-03,CUST-0118,Retail Store
ORD-10672,2024-12-04,CUST-0161,B2B Sales
ORD-10673,2025-10-22,CUST-0198,Online
ORD-10674,2024-03-21,CUST-0260,Online
ORD-10675,2025-12-27,CUST-0148,Online
ORD-10676,2025-04-29,CUST-0240,Retail Store
ORD-10677,2025-01-08,CUST-0047,Online
ORD-10678,2025-12-10,CUST-0198,Retail Store
ORD-10679,2024-07-18,CUST-0047,Retail Store
ORD-10680,2025-06-20,CUST-0078,Retail Store
ORD-10681,2025-04-10,CUST-0124,Online
ORD-10682,2024-03-29,CUST-0075,Retail Store
ORD-10683,2024-09-24,CUST-0137,Online
ORD-10684,2025-10-16,CUST-0090,Online
ORD-10685,2025-07-24,CUST-0061,B2B Sales
ORD-10686,2025-05-03,CUST-0138,Retail Store
ORD-10687,2025-06-21,CUST-0050,Online
ORD-10688,2024-02-16,CUST-0259,Online
ORD-10689,2024-10-14,CUST-0107,Online
ORD-10690,2024-01-16,CUST-0113,Online
ORD-10691,2025-12-11,CUST-0254,Online
ORD-10692,2025-02-04,CUST-0118,Online
ORD-10693,2024-03-26,CUST-0198,Online
ORD-10694,2024-09-06,CUST-0051,Retail Store
ORD-10695,2025-01-25,CUST-0245,Retail Store
ORD-10696,2024-11-30,CUST-0035,Retail Store
ORD-10697,2025-09-20,CUST-0069,Online
ORD-10698,2025-06-02,CUST-0049,B2B Sales
ORD-10699,2024-05-16,CUST-0074,Retail Store
ORD-10700,2025-11-18,CUST-0192,Retail Store
ORD-10701,2025-05-12,CUST-0261,Retail Store
ORD-10702,2025-12-27,CUST-0070,B2B Sales
ORD-10703,2025-04-21,CUST-0090,Retail Store
ORD-10704,2025-08-16,CUST-0260,Online
ORD-10705,2024-08-10,CUST-0126,Retail Store
ORD-10706,2025-01-06,CUST-0231,Retail Store
ORD-10707,2025-02-05,CUST-0295,Retail Store
ORD-10708,2025-03-18,CUST-0129,Retail Store
ORD-10709,2025-05-04,CUST-0280,Online
ORD-10710,2025-09-06,CUST-0100,Online
ORD-10711,2024-09-29,CUST-0297,B2B Sales
ORD-10712,2025-06-09,CUST-0182,Retail Store
ORD-10713,2024-06-07,CUST-0174,Retail Store
ORD-10714,2024-05-31,CUST-0188,Online
ORD-10715,2025-09-11,CUST-0057,Online
ORD-10716,2024-07-06,CUST-0031,B2B Sales
ORD-10717,2024-04-07,CUST-0084,Retail Store
ORD-10718,2024-05-10,CUST-0152,Retail Store
ORD-10719,2024-06-19,CUST-0036,Online
ORD-10720,2024-07-01,CUST-0213,Retail Store
ORD-10721,2024-12-29,CUST-0106,Online
ORD-10722,2024-02-08,CUST-0220,Retail Store
ORD-10723,2025-06-10,CUST-0163,Online
ORD-10724,2025-05-11,CUST-0220,Online
ORD-10725,2025-05-30,CUST-0270,Retail Store
ORD-10726,2024-12-14,CUST-0120,B2B Sales
ORD-10727,2025-01-31,CUST-0182,Online
ORD-10728,2025-12-22,CUST-0106,Retail Store
ORD-10729,2024-06-09,CUST-0217,Online
ORD-10730,2024-01-16,CUST-0205,Online
ORD-10731,2025-05-07,CUST-0070,Online
ORD-10732,2025-03-01,CUST-0044,Online
ORD-10733,2024-04-17,CUST-0228,Retail Store
ORD-10734,2025-03-25,CUST-0184,Online
ORD-10735,2024-11-06,CUST-0107,Online
ORD-10736,2024-06-18,CUST-0084,B2B Sales
ORD-10737,2025-06-29,CUST-0250,Online
ORD-10738,2025-02-17,CUST-0021,Retail Store
ORD-10739,2024-09-07,CUST-0196,Online
ORD-10740,2024-05-20,CUST-0178,Retail Store
ORD-10741,2024-09-30,CUST-0007,Online
ORD-10742,2025-02-19,CUST-0070,Online
ORD-10743,2025-08-30,CUST-0127,Online
ORD-10744,2024-02-08,CUST-0160,Online
ORD-10745,2024-01-29,CUST-0248,Online
ORD-10746,2025-04-21,CUST-0203,Retail Store
ORD-10747,2024-11-13,CUST-0148,B2B Sales
ORD-10748,2024-09-01,CUST-0143,Retail Store
ORD-10749,2025-11-27,CUST-0199,Retail Store
ORD-10750,2024-09-28,CUST-0154,Online
ORD-10751,2025-03-15,CUST-0142,Online
ORD-10752,2024-08-26,CUST-0165,Online
ORD-10753,2025-01-11,CUST-0021,Online
ORD-10754,2024-09-22,CUST-0082,Retail Store
ORD-10755,2024-12-24,CUST-0069,Retail Store
ORD-10756,2024-12-05,CUST-0131,Online
ORD-10757,2025-01-23,CUST-0087,Online
ORD-10758,2025-07-30,CUST-0218,Retail Store
ORD-10759,2025-11-19,CUST-0161,Retail Store
ORD-10760,2024-01-03,CUST-0178,Online
ORD-10761,2025-03-04,CUST-0117,B2B Sales
ORD-10762,2024-05-21,CUST-0196,B2B Sales
ORD-10763,2025-01-10,CUST-0086,Online
ORD-10764,2025-10-31,CUST-0289,Online
ORD-10765,2024-11-19,CUST-0081,Retail Store
ORD-10766,2024-05-25,CUST-0152,B2B Sales
ORD-10767,2024-10-19,CUST-0061,B2B Sales
ORD-10768,2025-10-26,CUST-0061,Online
ORD-10769,2025-03-07,CUST-0028,Online
ORD-10770,2025-12-05,CUST-0043,Retail Store
ORD-10771,2025-08-07,CUST-0169,Retail Store
ORD-10772,2025-02-02,CUST-0086,Online
ORD-10773,2024-12-09,CUST-0177,B2B Sales
ORD-10774,2024-05-19,CUST-0017,Retail Store
ORD-10775,2024-07-05,CUST-0098,Retail Store
ORD-10776,2024-03-01,CUST-0198,B2B Sales
ORD-10777,2025-01-14,CUST-0098,Retail Store
ORD-10778,2025-12-10,CUST-0065,Online
ORD-10779,2025-03-15,CUST-0005,Retail Store
ORD-10780,2024-11-14,CUST-0002,Online
ORD-10781,2024-10-28,CUST-0022,Retail Store
ORD-10782,2024-12-09,CUST-0112,Online
ORD-10783,2024-01-11,CUST-0057,Retail Store
ORD-10784,2024-03-02,CUST-0066,Online
ORD-10785,2024-08-13,CUST-0098,Online
ORD-10786,2024-06-01,CUST-0144,Online
ORD-10787,2025-12-11,CUST-0125,Online
ORD-10788,2025-07-17,CUST-0167,Retail Store
ORD-10789,2025-07-24,CUST-0086,Retail Store
ORD-10790,2025-08-06,CUST-0076,Retail Store
ORD-10791,2025-10-21,CUST-0294,Online
ORD-10792,2025-07-28,CUST-0059,Online
ORD-10793,2024-11-05,CUST-0138,Online
ORD-10794,2024-08-30,CUST-0099,Online
ORD-10795,2025-05-07,CUST-0192,B2B Sales
ORD-10796,2024-12-31,CUST-0243,Online
ORD-10797,2024-11-25,CUST-0049,Online
ORD-10798,2024-04-16,CUST-0032,Online
ORD-10799,2024-08-13,CUST-0277,Online
ORD-10800,2024-08-05,CUST-0020,Retail Store
ORD-10801,2025-05-20,CUST-0154,Retail Store
ORD-10802,2024-09-15,CUST-0068,Online
ORD-10803,2025-05-31,CUST-0214,Online
ORD-10804,2024-02-23,CUST-0143,Online
ORD-10805,2024-02-16,CUST-0232,Online
ORD-10806,2025-12-27,CUST-0213,Online
ORD-10807,2025-11-19,CUST-0079,B2B Sales
ORD-10808,2025-06-04,CUST-0214,Retail Store
ORD-10809,2024-04-08,CUST-0116,Retail Store
ORD-10810,2024-01-20,CUST-0092,Online
ORD-10811,2025-07-26,CUST-0270,Online
ORD-10812,2025-05-04,CUST-0168,Retail Store
ORD-10813,2025-02-22,CUST-0058,Retail Store
ORD-10814,2025-11-20,CUST-0284,Retail Store
ORD-10815,2024-03-02,CUST-0026,Online
ORD-10816,2024-05-24,CUST-0066,Retail Store
ORD-10817,2024-08-03,CUST-0248,Online
ORD-10818,2024-01-03,CUST-0254,B2B Sales
ORD-10819,2024-06-08,CUST-0044,Retail Store
ORD-10820,2024-04-29,CUST-0097,Retail Store
ORD-10821,2024-03-29,CUST-0042,Online
ORD-10822,2024-11-24,CUST-0227,Retail Store
ORD-10823,2025-08-02,CUST-0262,Online
ORD-10824,2024-12-22,CUST-0167,Online
ORD-10825,2025-09-01,CUST-0279,Online
ORD-10826,2024-09-23,CUST-0089,Retail Store
ORD-10827,2025-09-08,CUST-0178,Online
ORD-10828,2024-11-18,CUST-0197,Online
ORD-10829,2025-09-26,CUST-0267,B2B Sales
ORD-10830,2025-06-24,CUST-0268,Online
ORD-10831,2025-10-10,CUST-0074,Retail Store
ORD-10832,2024-07-13,CUST-0008,Online
ORD-10833,2024-11-27,CUST-0297,Online
ORD-10834,2024-06-18,CUST-0164,Retail Store
ORD-10835,2025-06-04,CUST-0085,Online
ORD-10836,2025-04-07,CUST-0072,Online
ORD-10837,2024-02-09,CUST-0055,Retail Store
ORD-10838,2025-06-20,CUST-0047,Retail Store
ORD-10839,2024-09-17,CUST-0238,Retail Store
ORD-10840,2025-01-29,CUST-0104,Online
ORD-10841,2024-08-13,CUST-0210,Online
ORD-10842,2024-05-03,CUST-0042,Retail Store
ORD-10843,2024-02-07,CUST-0268,Retail Store
ORD-10844,2024-11-23,CUST-0263,Retail Store
ORD-10845,2024-09-07,CUST-0259,Retail Store
ORD-10846,2024-06-24,CUST-0283,Retail Store
ORD-10847,2025-08-24,CUST-0114,Online
ORD-10848,2025-03-29,CUST-0040,Online
ORD-10849,2024-02-06,CUST-0220,Retail Store
ORD-10850,2024-11-11,CUST-0129,Online
ORD-10851,2025-11-18,CUST-0008,Online
ORD-10852,2025-08-15,CUST-0101,B2B Sales
ORD-10853,2024-04-23,CUST-0176,B2B Sales
ORD-10854,2024-02-09,CUST-0107,Online
ORD-10855,2024-10-27,CUST-0101,Online
ORD-10856,2024-08-11,CUST-0260,Online
ORD-10857,2024-11-13,CUST-0246,Retail Store
ORD-10858,2024-12-14,CUST-0275,B2B Sales
ORD-10859,2024-04-24,CUST-0032,Online
ORD-10860,2025-11-28,CUST-0137,Online
ORD-10861,2024-11-18,CUST-0012,B2B Sales
ORD-10862,2025-07-21,CUST-0016,Online
ORD-10863,2024-02-09,CUST-0129,Retail Store
ORD-10864,2024-02-09,CUST-0063,B2B Sales
ORD-10865,2024-10-15,CUST-0109,Online
ORD-10866,2024-09-18,CUST-0021,Retail Store
ORD-10867,2024-08-03,CUST-0158,Online
ORD-10868,2024-05-26,CUST-0269,Online
ORD-10869,2024-12-01,CUST-0162,Retail Store
ORD-10870,2024-06-16,CUST-0260,Online
ORD-10871,2024-04-01,CUST-0102,B2B Sales
ORD-10872,2024-12-18,CUST-0223,Retail Store
ORD-10873,2025-07-24,CUST-0059,Online
ORD-10874,2025-07-24,CUST-0247,Online
ORD-10875,2025-11-11,CUST-0128,Online
ORD-10876,2024-12-28,CUST-0283,Online
ORD-10877,2025-07-10,CUST-0025,Online
ORD-10878,2024-12-10,CUST-0131,Online
ORD-10879,2025-11-23,CUST-0196,Online
ORD-10880,2024-06-18,CUST-0281,Retail Store
ORD-10881,2024-12-21,CUST-0154,Retail Store
ORD-10882,2024-07-09,CUST-0133,Retail Store
ORD-10883,2025-10-28,CUST-0227,Online
ORD-10884,2025-02-25,CUST-0189,Online
ORD-10885,2025-11-30,CUST-0265,Retail Store
ORD-10886,2024-01-07,CUST-0134,Online
ORD-10887,2024-05-12,CUST-0211,Online
ORD-10888,2025-07-10,CUST-0060,Retail Store
ORD-10889,2024-01-31,CUST-0213,Retail Store
ORD-10890,2025-06-18,CUST-0216,Retail Store
ORD-10891,2025-03-01,CUST-0226,Online
ORD-10892,2025-01-28,CUST-0131,Retail Store
ORD-10893,2025-11-02,CUST-0076,Retail Store
ORD-10894,2024-12-28,CUST-0286,Retail Store
ORD-10895,2025-03-12,CUST-0277,Retail Store
ORD-10896,2025-10-31,CUST-0156,Retail Store
ORD-10897,2025-07-04,CUST-0248,Retail Store
ORD-10898,2024-03-22,CUST-0218,Online
ORD-10899,2024-12-21,CUST-0190,Retail Store
ORD-10900,2024-09-14,CUST-0163,Retail Store
ORD-10901,2025-12-18,CUST-0180,Retail Store
ORD-10902,2025-08-11,CUST-0034,Online
ORD-10903,2025-06-07,CUST-0041,Online
ORD-10904,2024-10-21,CUST-0075,B2B Sales
ORD-10905,2024-08-11,CUST-0279,Retail Store
ORD-10906,2025-06-08,CUST-0176,B2B Sales
ORD-10907,2024-02-15,CUST-0150,Retail Store
ORD-10908,2025-10-28,CUST-0273,Retail Store
ORD-10909,2024-04-22,CUST-0108,Retail Store
ORD-10910,2024-08-20,CUST-0139,B2B Sales
ORD-10911,2024-01-17,CUST-0271,Retail Store
ORD-10912,2024-12-25,CUST-0289,Retail Store
ORD-10913,2024-08-10,CUST-0212,Online
ORD-10914,2025-11-30,CUST-0272,Online
ORD-10915,2025-03-23,CUST-0066,Retail Store
ORD-10916,2024-12-30,CUST-0248,Online
ORD-10917,2025-11-05,CUST-0156,Online
ORD-10918,2024-11-21,CUST-0047,Online
ORD-10919,2025-04-11,CUST-0201,Online
ORD-10920,2025-02-17,CUST-0148,Online
ORD-10921,2025-03-30,CUST-0124,Online
ORD-10922,2025-08-08,CUST-0001,B2B Sales
ORD-10923,2024-08-20,CUST-0247,Retail Store
ORD-10924,2024-08-11,CUST-0128,Online
ORD-10925,2025-02-15,CUST-0191,Online
ORD-10926,2025-07-25,CUST-0067,Retail Store
ORD-10927,2024-11-30,CUST-0004,Online
ORD-10928,2024-08-09,CUST-0294,Retail Store
ORD-10929,2024-02-06,CUST-0143,Retail Store
ORD-10930,2024-10-04,CUST-0191,Retail Store
ORD-10931,2024-07-14,CUST-0021,Online
ORD-10932,2025-04-28,CUST-0227,Retail Store
ORD-10933,2024-08-29,CUST-0117,Online
ORD-10934,2024-11-19,CUST-0142,B2B Sales
ORD-10935,2025-12-31,CUST-0039,Retail Store
ORD-10936,2024-07-10,CUST-0252,Online
ORD-10937,2024-01-17,CUST-0207,Online
ORD-10938,2025-06-07,CUST-0210,Online
ORD-10939,2025-02-04,CUST-0115,Retail Store
ORD-10940,2025-12-05,CUST-0225,Online
ORD-10941,2024-01-22,CUST-0134,Retail Store
ORD-10942,2025-04-18,CUST-0251,Online
ORD-10943,2024-04-29,CUST-0219,Retail Store
ORD-10944,2024-07-28,CUST-0091,Retail Store
ORD-10945,2024-11-01,CUST-0046,Retail Store
ORD-10946,2024-09-26,CUST-0038,Retail Store
ORD-10947,2025-12-04,CUST-0142,Online
ORD-10948,2025-11-17,CUST-0100,Online
ORD-10949,2024-10-11,CUST-0190,Retail Store
ORD-10950,2025-12-16,CUST-0035,Online
ORD-10951,2025-11-06,CUST-0147,Online
ORD-10952,2024-08-14,CUST-0030,Online
ORD-10953,2025-01-15,CUST-0084,Online
ORD-10954,2025-04-04,CUST-0281,Online
ORD-10955,2024-01-07,CUST-0270,B2B Sales
ORD-10956,2024-01-29,CUST-0154,Online
ORD-10957,2024-02-02,CUST-0102,Retail Store
ORD-10958,2025-10-07,CUST-0215,Online
ORD-10959,2024-03-19,CUST-0150,Retail Store
ORD-10960,2025-04-03,CUST-0083,Online
ORD-10961,2025-07-23,CUST-0110,B2B Sales
ORD-10962,2025-06-21,CUST-0275,B2B Sales
ORD-10963,2025-04-26,CUST-0201,Online
ORD-10964,2025-03-05,CUST-0284,B2B Sales
ORD-10965,2024-10-11,CUST-0173,B2B Sales
ORD-10966,2025-05-30,CUST-0206,Retail Store
ORD-10967,2024-04-08,CUST-0063,Retail Store
ORD-10968,2025-01-31,CUST-0073,Online
ORD-10969,2025-05-03,CUST-0251,Retail Store
ORD-10970,2024-02-08,CUST-0124,Online
ORD-10971,2024-09-27,CUST-0121,Online
ORD-10972,2024-06-05,CUST-0275,B2B Sales
ORD-10973,2024-03-15,CUST-0120,Online
ORD-10974,2024-05-09,CUST-0164,Retail Store
ORD-10975,2025-11-17,CUST-0286,Retail Store
ORD-10976,2024-03-24,CUST-0265,B2B Sales
ORD-10977,2024-01-22,CUST-0161,B2B Sales
ORD-10978,2025-04-03,CUST-0089,Online
ORD-10979,2025-06-22,CUST-0142,Online
ORD-10980,2025-12-07,CUST-0203,Online
ORD-10981,2025-01-16,CUST-0227,Online
ORD-10982,2025-03-15,CUST-0222,Online
ORD-10983,2025-08-26,CUST-0041,Online
ORD-10984,2024-01-21,CUST-0196,Retail Store
ORD-10985,2024-10-29,CUST-0068,Retail Store
ORD-10986,2024-03-24,CUST-0264,Online
ORD-10987,2025-10-20,CUST-0002,Retail Store
ORD-10988,2025-03-28,CUST-0125,Online
ORD-10989,2025-01-21,CUST-0110,Online
ORD-10990,2025-05-21,CUST-0086,Retail Store
ORD-10991,2024-09-13,CUST-0120,Retail Store
ORD-10992,2025-07-23,CUST-0127,Retail Store
ORD-10993,2025-06-10,CUST-0255,Online
ORD-10994,2024-06-10,CUST-0183,Retail Store
ORD-10995,2024-06-11,CUST-0016,Retail Store
ORD-10996,2025-06-07,CUST-0062,Retail Store
ORD-10997,2024-09-27,CUST-0158,Retail Store
ORD-10998,2025-05-06,CUST-0268,B2B Sales
ORD-10999,2024-07-26,CUST-0035,Retail Store
ORD-11000,2025-06-22,CUST-0267,Retail Store
ORD-11001,2025-08-06,CUST-0064,B2B Sales
ORD-11002,2024-02-29,CUST-0050,Retail Store
ORD-11003,2025-03-05,CUST-0255,Online
ORD-11004,2025-10-18,CUST-0149,Retail Store
ORD-11005,2025-08-27,CUST-0276,Online
ORD-11006,2024-11-04,CUST-0172,Online
ORD-11007,2025-06-03,CUST-0201,Retail Store
ORD-11008,2025-08-13,CUST-0035,B2B Sales
ORD-11009,2024-01-27,CUST-0216,B2B Sales
ORD-11010,2025-11-16,CUST-0065,Online
ORD-11011,2025-07-15,CUST-0008,Retail Store
ORD-11012,2024-07-17,CUST-0076,Online
ORD-11013,2025-01-21,CUST-0174,B2B Sales
ORD-11014,2024-12-14,CUST-0047,B2B Sales
ORD-11015,2025-11-23,CUST-0015,Retail Store
ORD-11016,2025-06-19,CUST-0147,Retail Store
ORD-11017,2025-01-12,CUST-0026,Retail Store
ORD-11018,2025-07-11,CUST-0093,Retail Store
ORD-11019,2025-06-10,CUST-0232,Online
ORD-11020,2024-06-01,CUST-0021,Online
ORD-11021,2024-07-24,CUST-0038,Retail Store
ORD-11022,2025-03-30,CUST-0276,Retail Store
ORD-11023,2024-09-29,CUST-0157,Online
ORD-11024,2024-08-23,CUST-0179,B2B Sales
ORD-11025,2025-06-04,CUST-0132,Online
ORD-11026,2025-11-08,CUST-0028,Retail Store
ORD-11027,2025-12-26,CUST-0260,Retail Store
ORD-11028,2025-05-15,CUST-0076,Retail Store
ORD-11029,2024-04-26,CUST-0067,Retail Store
ORD-11030,2025-01-20,CUST-0194,Online
ORD-11031,2024-12-09,CUST-0162,Online
ORD-11032,2025-08-06,CUST-0257,Retail Store
ORD-11033,2025-01-29,CUST-0072,Retail Store
ORD-11034,2024-03-04,CUST-0087,Online
ORD-11035,2025-12-17,CUST-0262,Retail Store
ORD-11036,2025-12-21,CUST-0214,Online
ORD-11037,2024-03-12,CUST-0153,Retail Store
ORD-11038,2024-09-30,CUST-0210,Retail Store
ORD-11039,2024-11-15,CUST-0061,Online
ORD-11040,2024-12-03,CUST-0268,Online
ORD-11041,2024-12-31,CUST-0262,Retail Store
ORD-11042,2025-05-09,CUST-0218,Retail Store
ORD-11043,2025-08-29,CUST-0283,Retail Store
ORD-11044,2024-06-14,CUST-0136,Retail Store
ORD-11045,2025-06-27,CUST-0093,Retail Store
ORD-11046,2024-01-11,CUST-0109,B2B Sales
ORD-11047,2024-10-27,CUST-0241,Retail Store
ORD-11048,2025-12-29,CUST-0142,Online
ORD-11049,2024-04-11,CUST-0291,Online
ORD-11050,2025-02-28,CUST-0237,Online
ORD-11051,2025-01-26,CUST-0177,Retail Store
ORD-11052,2024-08-01,CUST-0141,Online
ORD-11053,2025-11-21,CUST-0189,B2B Sales
ORD-11054,2024-03-28,CUST-0049,Retail Store
ORD-11055,2025-07-06,CUST-0190,Retail Store
ORD-11056,2025-02-04,CUST-0136,Online
ORD-11057,2025-08-10,CUST-0043,Online
ORD-11058,2024-02-15,CUST-0090,Online
ORD-11059,2025-11-02,CUST-0295,Online
ORD-11060,2025-04-07,CUST-0245,Online
ORD-11061,2025-08-14,CUST-0192,Retail Store
ORD-11062,2024-11-05,CUST-0106,B2B Sales
ORD-11063,2024-03-26,CUST-0233,B2B Sales
ORD-11064,2024-04-01,CUST-0265,Retail Store
ORD-11065,2025-10-21,CUST-0037,Online
ORD-11066,2025-11-03,CUST-0041,B2B Sales
ORD-11067,2025-12-14,CUST-0017,B2B Sales
ORD-11068,2024-08-29,CUST-0277,Online
ORD-11069,2024-01-02,CUST-0059,Retail Store
ORD-11070,2024-08-12,CUST-0183,Online
ORD-11071,2025-08-11,CUST-0041,Retail Store
ORD-11072,2024-04-25,CUST-0039,B2B Sales
ORD-11073,2025-10-27,CUST-0192,Online
ORD-11074,2024-04-12,CUST-0267,B2B Sales
ORD-11075,2024-07-12,CUST-0147,Retail Store
ORD-11076,2024-06-14,CUST-0127,B2B Sales
ORD-11077,2024-03-30,CUST-0046,Online
ORD-11078,2025-11-16,CUST-0045,Retail Store
ORD-11079,2024-05-01,CUST-0001,Online
ORD-11080,2024-05-22,CUST-0168,Online
ORD-11081,2024-04-15,CUST-0108,Online
ORD-11082,2025-03-03,CUST-0019,B2B Sales
ORD-11083,2024-10-31,CUST-0072,Retail Store
ORD-11084,2024-11-12,CUST-0109,B2B Sales
ORD-11085,2025-09-26,CUST-0268,B2B Sales
